task1,task2,repmatch
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.4278640039265156
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.02887041090677182
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.1108476643760999
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.016523086504700284
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.019620980330122013
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.11030179758866628
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.060361532804866634
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.03296582028269768
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.04901526961475611
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.12256533093750477
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.020637065327415865
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.03568797201539079
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.08053923832873504
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.01966675107056896
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.06837069522589445
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.08800366955498855
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.02723450248595327
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.035494002824028335
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.09693433716893196
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.0873108534142375
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dream_generate_last_utterance,0.03161926136817783
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.0359356232220307
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-app_reviews_generate_review,0.022893782355822623
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.1160033739482363
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dream_baseline,0.09173534717410803
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.029926047660410404
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.08693512063473463
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.03157164854928851
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.19259151940544447
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.028436241516222555
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.026099181345974404
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.1817030863215526
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.09175220783799887
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.0348044871352613
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.12124148632089297
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.200762910147508
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.025817171360055607
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.033112549766277276
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.14953592730065188
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.025466723445182044
models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.11647202198704083
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.025465506051356595
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.043293987633660436
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.7268567730983099
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.10901991588373978
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dream_generate_last_utterance,0.02698320495740821
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.038536339066922665
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-app_reviews_generate_review,0.01732341681296627
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.05425797705538571
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dream_baseline,0.09028661188979943
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.04049697068209449
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.6401865854859352
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.039970011450350285
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.14302220940589905
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.022812362217033904
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.025698241040421028
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.14166862641771635
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.0910115751127402
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04572198508928219
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.0585481650972118
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.14887065285195908
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02318614018925776
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04381723802847167
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.09360866077865164
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.02471673721447587
models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.0987497316673398
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.04173974855802953
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.0321412441941599
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.027171306156863768
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dream_generate_last_utterance,0.04165388725232333
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.05022968150054415
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-app_reviews_generate_review,0.023778057812402647
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.022965371569929022
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dream_baseline,0.035586401276911296
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.04497228842228651
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.02837611121746401
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.048011046213408314
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.025486907921731472
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.04298691482593616
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.03822991515820225
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.02661690496218701
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.03854526788927615
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04145574616268277
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.020883582377185423
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.029235908684010308
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.03816844162065536
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.046268189403538905
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.023003775781641405
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04245556673655907
models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.03080572676844895
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.04935441406754156
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.08936045380930106
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dream_generate_last_utterance,0.044118071091361344
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.43662329638997716
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-app_reviews_generate_review,0.02033087145537138
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.030866086560611922
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dream_baseline,0.08505020259569089
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.1785243277748426
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.04348936091021945
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.33115620414415997
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.032602016969273485
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.053278055818130575
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.051447246611739196
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.028702684057255585
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.08630831508586805
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.19005082299311957
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.028024720571314294
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.044219791889190674
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.043804667657241225
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.4394228309392929
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.03501866082660854
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.051204403241475425
models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04736457346007228
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.10911138045291106
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-dream_generate_last_utterance,0.032146380127718054
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.044949649600312114
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-app_reviews_generate_review,0.017947762506082654
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.056571202197422586
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-dream_baseline,0.10375591150174539
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.04770837274069587
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.6355001404881477
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.045826249135037266
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.14909458626061678
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.02376956189982593
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.024405757275720436
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.13737212618192038
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.10152023658156395
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.051025595515966415
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.06597346222649018
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.16877528900901476
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02605393688039233
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.05197938640291492
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.1033273342375954
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.026374954187000792
models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.1043913783505559
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-dream_generate_last_utterance,0.029581118530283373
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.07714381876091163
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-app_reviews_generate_review,0.020252966942886513
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.03536874878530701
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-dream_baseline,0.13811000312368074
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.08296059553201
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.10832033306360245
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.07522913441061974
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.1304867366949717
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.05101450610285004
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.04672050460552176
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.13075758889317513
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.14683600328862667
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.07800401747226715
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.0448482574429363
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.11558842348555724
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.029991465155035257
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.07309664351244767
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.08884455636143684
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04246207505154113
models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.10766177081192534
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.048048702611898385
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-app_reviews_generate_review,0.02620668278541416
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.032065241558787726
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-dream_baseline,0.041289577105393015
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.0466905296780169
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.02720423958574732
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.05216128060904642
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.030539681979765494
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.03537947700048486
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.04077518840009967
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.03173810367782911
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.04061203155045708
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04078680676563332
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.027435866417363286
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.033661699621006846
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.1598293880621592
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.043453435491149627
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02349668196014439
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.040311238379217684
models/result_gpt2_t0-task-dream_generate_last_utterance,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.02611468906980008
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-app_reviews_generate_review,0.026081840507686138
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.032807103202988706
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-dream_baseline,0.10045770617822807
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.2334670051932335
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.04954611882567406
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.3243593287964662
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.029364740165571373
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.046879224479198456
models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.0457900995000576
